Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Children in Adoption Placements
2012,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,31
2012,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,4
2012,1-Lubbock,Male,Other,Birth to Five Years Old,7
2012,1-Lubbock,Male,Other,Six to Twelve Years Old,4
2012,1-Lubbock,Male,Unknown,Birth to Five Years Old,1
2012,2-Abilene,Female,African American,Birth to Five Years Old,2
2012,2-Abilene,Female,African American,Six to Twelve Years Old,5
2012,2-Abilene,Female,African American,Thirteen to Seventeen Years Old,1
2012,2-Abilene,Female,Anglo,Birth to Five Years Old,7
2012,2-Abilene,Female,Anglo,Six to Twelve Years Old,10
2012,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,4
2012,2-Abilene,Female,Hispanic,Birth to Five Years Old,6
2012,2-Abilene,Female,Hispanic,Six to Twelve Years Old,2
2012,2-Abilene,Female,Hispanic,Thirteen to Seventeen Years Old,2
2012,2-Abilene,Female,Other,Birth to Five Years Old,1
2012,2-Abilene,Female,Other,Six to Twelve Years Old,1
2012,2-Abilene,Female,Unknown,Birth to Five Years Old,3
2012,2-Abilene,Male,African American,Birth to Five Years Old,4
2012,2-Abilene,Male,African American,Six to Twelve Years Old,2
2012,2-Abilene,Male,Anglo,Birth to Five Years Old,12
2012,2-Abilene,Male,Anglo,Six to Twelve Years Old,9
2012,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,2
2012,2-Abilene,Male,Hispanic,Birth to Five Years Old,9
2012,2-Abilene,Male,Hispanic,Six to Twelve Years Old,5
2012,2-Abilene,Male,Hispanic,Thirteen to Seventeen Years Old,1
2012,2-Abilene,Male,Other,Birth to Five Years Old,1
2012,2-Abilene,Male,Unknown,Birth to Five Years Old,1
2012,3-Arlington,Female,African American,Birth to Five Years Old,55
2012,3-Arlington,Female,African American,Six to Twelve Years Old,30
2012,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,3
2012,3-Arlington,Female,African American,,1
2012,3-Arlington,Female,Anglo,Birth to Five Years Old,85
2012,3-Arlington,Female,Anglo,Six to Twelve Years Old,46
2012,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,28
2012,3-Arlington,Female,Anglo,,1
2012,3-Arlington,Female,Asian,Birth to Five Years Old,1
2012,3-Arlington,Female,Asian,Six to Twelve Years Old,3
2012,3-Arlington,Female,Asian,Thirteen to Seventeen Years Old,1
2012,3-Arlington,Female,Hispanic,Birth to Five Years Old,69
2012,3-Arlington,Female,Hispanic,Six to Twelve Years Old,39
2012,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,14
2012,3-Arlington,Female,Native American,Birth to Five Years Old,2
2012,3-Arlington,Female,Other,Birth to Five Years Old,17
2012,3-Arlington,Female,Other,Six to Twelve Years Old,17
2012,3-Arlington,Female,Other,Thirteen to Seventeen Years Old,2
2012,3-Arlington,Female,Unknown,Birth to Five Years Old,3
2012,3-Arlington,Female,Unknown,Six to Twelve Years Old,1
2012,3-Arlington,Female,Unknown,Thirteen to Seventeen Years Old,1
2012,3-Arlington,Male,African American,Birth to Five Years Old,63
2012,3-Arlington,Male,African American,Six to Twelve Years Old,28
2012,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,6
2012,3-Arlington,Male,Anglo,Birth to Five Years Old,103
2012,3-Arlington,Male,Anglo,Six to Twelve Years Old,52
2012,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,6
2012,3-Arlington,Male,Asian,Birth to Five Years Old,1
2012,3-Arlington,Male,Asian,Six to Twelve Years Old,2
2012,3-Arlington,Male,Hispanic,Birth to Five Years Old,69
2012,3-Arlington,Male,Hispanic,Six to Twelve Years Old,29
2012,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,6
2012,3-Arlington,Male,Other,Birth to Five Years Old,29
2012,3-Arlington,Male,Other,Six to Twelve Years Old,8
2012,3-Arlington,Male,Other,Thirteen to Seventeen Years Old,1
2012,3-Arlington,Male,Unknown,Birth to Five Years Old,8
2012,3-Arlington,Male,Unknown,Six to Twelve Years Old,1
2012,4-Tyler,Female,African American,Birth to Five Years Old,26
2012,4-Tyler,Female,African American,Six to Twelve Years Old,9
2012,4-Tyler,Female,African American,Thirteen to Seventeen Years Old,3
2012,4-Tyler,Female,Anglo,Birth to Five Years Old,43
2012,4-Tyler,Female,Anglo,Six to Twelve Years Old,14
2012,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,11
2012,4-Tyler,Female,Hispanic,Birth to Five Years Old,8
2012,4-Tyler,Female,Hispanic,Six to Twelve Years Old,8
2012,4-Tyler,Female,Hispanic,Thirteen to Seventeen Years Old,1
2012,4-Tyler,Female,Other,Birth to Five Years Old,9
2012,4-Tyler,Female,Other,Six to Twelve Years Old,3
2012,4-Tyler,Female,Unknown,Birth to Five Years Old,1
2012,4-Tyler,Female,Unknown,Six to Twelve Years Old,1
2012,4-Tyler,Male,African American,Birth to Five Years Old,19
2012,4-Tyler,Male,African American,Six to Twelve Years Old,4
2012,4-Tyler,Male,African American,Thirteen to Seventeen Years Old,3
2012,4-Tyler,Male,Anglo,Birth to Five Years Old,45
2012,4-Tyler,Male,Anglo,Six to Twelve Years Old,16
2012,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,2
2012,4-Tyler,Male,Hispanic,Birth to Five Years Old,11
2012,4-Tyler,Male,Hispanic,Six to Twelve Years Old,4
2012,4-Tyler,Male,Hispanic,Thirteen to Seventeen Years Old,2
2012,4-Tyler,Male,Native American,Birth to Five Years Old,1
2012,4-Tyler,Male,Other,Birth to Five Years Old,4
2012,4-Tyler,Male,Other,Six to Twelve Years Old,4
2012,4-Tyler,Male,Unknown,Birth to Five Years Old,1
2012,5-Beaumont,Female,African American,Birth to Five Years Old,7
2012,5-Beaumont,Female,African American,Six to Twelve Years Old,12
2012,5-Beaumont,Female,African American,Thirteen to Seventeen Years Old,1
2012,5-Beaumont,Female,Anglo,Birth to Five Years Old,11
2012,5-Beaumont,Female,Anglo,Six to Twelve Years Old,12
2012,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,2
2012,5-Beaumont,Female,Hispanic,Birth to Five Years Old,9
2012,5-Beaumont,Female,Hispanic,Six to Twelve Years Old,3
2012,5-Beaumont,Female,Other,Birth to Five Years Old,6
2012,5-Beaumont,Female,Other,Six to Twelve Years Old,1
2012,5-Beaumont,Male,African American,Birth to Five Years Old,13
2012,5-Beaumont,Male,African American,Six to Twelve Years Old,9
2012,5-Beaumont,Male,Anglo,Birth to Five Years Old,13
2012,5-Beaumont,Male,Anglo,Six to Twelve Years Old,13
2012,5-Beaumont,Male,Anglo,Thirteen to Seventeen Years Old,2
2012,5-Beaumont,Male,Hispanic,Birth to Five Years Old,5
2012,5-Beaumont,Male,Hispanic,Thirteen to Seventeen Years Old,1
2012,5-Beaumont,Male,Other,Birth to Five Years Old,5
2012,5-Beaumont,Male,Unknown,Birth to Five Years Old,1
2012,6-Houston,Female,African American,Birth to Five Years Old,156
2012,6-Houston,Female,African American,Six to Twelve Years Old,103
2012,6-Houston,Female,African American,Thirteen to Seventeen Years Old,26
2012,6-Houston,Female,African American,,1
2012,6-Houston,Female,Anglo,Birth to Five Years Old,81
2012,6-Houston,Female,Anglo,Six to Twelve Years Old,54
2012,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,18
2012,6-Houston,Female,Asian,Birth to Five Years Old,1
2012,6-Houston,Female,Asian,Six to Twelve Years Old,2
2012,6-Houston,Female,Asian,Thirteen to Seventeen Years Old,1
2012,6-Houston,Female,Hispanic,Birth to Five Years Old,98
2012,6-Houston,Female,Hispanic,Six to Twelve Years Old,62
2012,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,8
2012,6-Houston,Female,Native American,Six to Twelve Years Old,1
2012,6-Houston,Female,Other,Birth to Five Years Old,21
2012,6-Houston,Female,Other,Six to Twelve Years Old,7
2012,6-Houston,Female,Other,Thirteen to Seventeen Years Old,1
2012,6-Houston,Female,Unknown,Birth to Five Years Old,5
2012,6-Houston,Female,Unknown,Six to Twelve Years Old,1
2012,6-Houston,Male,African American,Birth to Five Years Old,183
2012,6-Houston,Male,African American,Six to Twelve Years Old,90
2012,6-Houston,Male,African American,Thirteen to Seventeen Years Old,27
2012,6-Houston,Male,Anglo,Birth to Five Years Old,78
2012,6-Houston,Male,Anglo,Six to Twelve Years Old,54
2012,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,7
2012,6-Houston,Male,Asian,Birth to Five Years Old,1
2012,6-Houston,Male,Hispanic,Birth to Five Years Old,109
2012,6-Houston,Male,Hispanic,Six to Twelve Years Old,46
2012,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,6
2012,6-Houston,Male,Native American,Six to Twelve Years Old,2
2012,6-Houston,Male,Other,Birth to Five Years Old,20
2012,6-Houston,Male,Other,Six to Twelve Years Old,10
2012,6-Houston,Male,Other,Thirteen to Seventeen Years Old,2
2012,6-Houston,Male,Unknown,Birth to Five Years Old,3
2012,6-Houston,Male,Unknown,Six to Twelve Years Old,1
2012,7-Austin,Female,African American,Birth to Five Years Old,40
2012,7-Austin,Female,African American,Six to Twelve Years Old,14
2012,7-Austin,Female,African American,Thirteen to Seventeen Years Old,4
2012,7-Austin,Female,Anglo,Birth to Five Years Old,49
2012,7-Austin,Female,Anglo,Six to Twelve Years Old,17
2012,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,14
2012,7-Austin,Female,Asian,Six to Twelve Years Old,1
2012,7-Austin,Female,Hispanic,Birth to Five Years Old,78
2012,7-Austin,Female,Hispanic,Six to Twelve Years Old,27
2012,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,11
2012,7-Austin,Female,Other,Birth to Five Years Old,17
2012,7-Austin,Female,Unknown,Birth to Five Years Old,3
2012,7-Austin,Female,Unknown,Six to Twelve Years Old,1
2012,7-Austin,Male,African American,Birth to Five Years Old,30
2012,7-Austin,Male,African American,Six to Twelve Years Old,22
2012,7-Austin,Male,African American,Thirteen to Seventeen Years Old,2
2012,7-Austin,Male,Anglo,Birth to Five Years Old,55
2012,7-Austin,Male,Anglo,Six to Twelve Years Old,35
2012,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,13
2012,7-Austin,Male,Hispanic,Birth to Five Years Old,61
2012,7-Austin,Male,Hispanic,Six to Twelve Years Old,33
2012,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,9
2012,7-Austin,Male,Native American,Six to Twelve Years Old,2
2012,7-Austin,Male,Other,Birth to Five Years Old,15
2012,7-Austin,Male,Other,Six to Twelve Years Old,6
2012,7-Austin,Male,Other,Thirteen to Seventeen Years Old,2
2012,7-Austin,Male,Unknown,Birth to Five Years Old,3
2012,7-Austin,Male,Unknown,Six to Twelve Years Old,1
2012,8-San Antonio,Female,African American,Birth to Five Years Old,34
2012,8-San Antonio,Female,African American,Six to Twelve Years Old,6
2012,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,6
2012,8-San Antonio,Female,Anglo,Birth to Five Years Old,37
2012,8-San Antonio,Female,Anglo,Six to Twelve Years Old,26
2012,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,9
2012,8-San Antonio,Female,Hispanic,Birth to Five Years Old,216
2012,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,178
2012,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,38
2012,8-San Antonio,Female,Native American,Birth to Five Years Old,1
2012,8-San Antonio,Female,Native American,Thirteen to Seventeen Years Old,1
2012,8-San Antonio,Female,Other,Birth to Five Years Old,8
2012,8-San Antonio,Female,Other,Six to Twelve Years Old,5
2012,8-San Antonio,Female,Unknown,Birth to Five Years Old,6
2012,8-San Antonio,Male,African American,Birth to Five Years Old,41
2012,8-San Antonio,Male,African American,Six to Twelve Years Old,18
2012,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,4
2012,8-San Antonio,Male,Anglo,Birth to Five Years Old,59
2012,8-San Antonio,Male,Anglo,Six to Twelve Years Old,31
2012,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,7
2012,8-San Antonio,Male,Asian,Birth to Five Years Old,1
2012,8-San Antonio,Male,Hispanic,Birth to Five Years Old,249
2012,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,151
2012,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,33
2012,8-San Antonio,Male,Other,Birth to Five Years Old,10
2012,8-San Antonio,Male,Other,Six to Twelve Years Old,5
2012,8-San Antonio,Male,Other,Thirteen to Seventeen Years Old,1
2012,8-San Antonio,Male,Unknown,Birth to Five Years Old,9
2012,9-Midland,Female,African American,Birth to Five Years Old,5
2012,9-Midland,Female,African American,Six to Twelve Years Old,1
2012,9-Midland,Female,Anglo,Birth to Five Years Old,5
2012,9-Midland,Female,Anglo,Six to Twelve Years Old,6
2012,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,4
2012,9-Midland,Female,Hispanic,Birth to Five Years Old,19
2012,9-Midland,Female,Hispanic,Six to Twelve Years Old,11
2012,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,2
2012,9-Midland,Female,Other,Birth to Five Years Old,2
2012,9-Midland,Female,Other,Six to Twelve Years Old,1
2012,9-Midland,Female,Other,Thirteen to Seventeen Years Old,1
2012,9-Midland,Female,Unknown,Birth to Five Years Old,1
2012,9-Midland,Male,African American,Birth to Five Years Old,2
2012,9-Midland,Male,African American,Six to Twelve Years Old,1
2012,9-Midland,Male,Anglo,Birth to Five Years Old,16
2012,9-Midland,Male,Anglo,Six to Twelve Years Old,2
2012,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,2
2012,9-Midland,Male,Hispanic,Birth to Five Years Old,27
2012,9-Midland,Male,Hispanic,Six to Twelve Years Old,7
2012,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,1
2012,9-Midland,Male,Other,Birth to Five Years Old,1
2012,9-Midland,Male,Other,Six to Twelve Years Old,1
2012,9-Midland,Male,Unknown,Six to Twelve Years Old,1
2012,10-El Paso,Female,Anglo,Birth to Five Years Old,1
2012,10-El Paso,Female,Anglo,Six to Twelve Years Old,1
2012,10-El Paso,Female,Asian,Birth to Five Years Old,1
2012,10-El Paso,Female,Asian,Six to Twelve Years Old,2
2012,10-El Paso,Female,Hispanic,Birth to Five Years Old,15
2012,10-El Paso,Female,Hispanic,Six to Twelve Years Old,14
2012,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,3
2012,10-El Paso,Male,African American,Birth to Five Years Old,2
2012,10-El Paso,Male,Anglo,Birth to Five Years Old,3
2012,10-El Paso,Male,Anglo,Six to Twelve Years Old,1
2012,10-El Paso,Male,Anglo,Thirteen to Seventeen Years Old,2
2012,10-El Paso,Male,Asian,Birth to Five Years Old,2
2012,10-El Paso,Male,Hispanic,Birth to Five Years Old,14
2012,10-El Paso,Male,Hispanic,Six to Twelve Years Old,25
2012,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,2
2012,10-El Paso,Male,Other,Six to Twelve Years Old,1
2012,10-El Paso,Male,Unknown,Birth to Five Years Old,1
2012,11-Edinburg,Female,African American,Thirteen to Seventeen Years Old,2
2012,11-Edinburg,Female,African American,,1
2012,11-Edinburg,Female,Anglo,Birth to Five Years Old,7
2012,11-Edinburg,Female,Anglo,Six to Twelve Years Old,1
2012,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,2
2012,11-Edinburg,Female,Hispanic,Birth to Five Years Old,48
2012,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,28
2012,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,15
2012,11-Edinburg,Female,Unknown,Birth to Five Years Old,1
2012,11-Edinburg,Male,African American,Birth to Five Years Old,1
2012,11-Edinburg,Male,African American,Six to Twelve Years Old,2
2012,11-Edinburg,Male,African American,Thirteen to Seventeen Years Old,1
2012,11-Edinburg,Male,Anglo,Birth to Five Years Old,4
2012,11-Edinburg,Male,Anglo,Six to Twelve Years Old,1
2012,11-Edinburg,Male,Hispanic,Birth to Five Years Old,55
2012,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,33
2012,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,11
2012,11-Edinburg,Male,Other,Birth to Five Years Old,1
2012,11-Edinburg,Male,Unknown,Birth to Five Years Old,2
2011,1-Lubbock,Female,African American,Birth to Five Years Old,22
2011,1-Lubbock,Female,African American,Six to Twelve Years Old,7
2011,1-Lubbock,Female,African American,Thirteen to Seventeen Years Old,1
2011,1-Lubbock,Female,Anglo,Birth to Five Years Old,21
2011,1-Lubbock,Female,Anglo,Six to Twelve Years Old,16
2011,1-Lubbock,Female,Anglo,Thirteen to Seventeen Years Old,6
2011,1-Lubbock,Female,Hispanic,Birth to Five Years Old,27
2011,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,31
2011,1-Lubbock,Female,Hispanic,Thirteen to Seventeen Years Old,12
2011,1-Lubbock,Female,Other,Birth to Five Years Old,2
2011,1-Lubbock,Female,Unknown,Birth to Five Years Old,1
2011,1-Lubbock,Male,African American,Birth to Five Years Old,19
2011,1-Lubbock,Male,African American,Six to Twelve Years Old,11
2011,1-Lubbock,Male,African American,Thirteen to Seventeen Years Old,5
2011,1-Lubbock,Male,Anglo,Birth to Five Years Old,10
2011,1-Lubbock,Male,Anglo,Six to Twelve Years Old,13
2011,1-Lubbock,Male,Anglo,Thirteen to Seventeen Years Old,2
2011,1-Lubbock,Male,Hispanic,Birth to Five Years Old,35
2011,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,22
2011,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,5
2011,1-Lubbock,Male,Native American,Birth to Five Years Old,1
2011,1-Lubbock,Male,Other,Birth to Five Years Old,1
2011,1-Lubbock,Male,Other,Six to Twelve Years Old,1
2011,1-Lubbock,Male,Unknown,Birth to Five Years Old,1
2011,2-Abilene,Female,African American,Birth to Five Years Old,11
2011,2-Abilene,Female,African American,Six to Twelve Years Old,9
2011,2-Abilene,Female,African American,Thirteen to Seventeen Years Old,2
2011,2-Abilene,Female,Anglo,Birth to Five Years Old,15
2011,2-Abilene,Female,Anglo,Six to Twelve Years Old,9
2011,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,1
2011,2-Abilene,Female,Hispanic,Birth to Five Years Old,8
2011,2-Abilene,Female,Hispanic,Six to Twelve Years Old,6
2011,2-Abilene,Female,Hispanic,Thirteen to Seventeen Years Old,1
2011,2-Abilene,Female,Unknown,Birth to Five Years Old,1
2011,2-Abilene,Male,African American,Birth to Five Years Old,2
2011,2-Abilene,Male,African American,Six to Twelve Years Old,7
2011,2-Abilene,Male,Anglo,Birth to Five Years Old,22
2011,2-Abilene,Male,Anglo,Six to Twelve Years Old,11
2011,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,6
2011,2-Abilene,Male,Hispanic,Birth to Five Years Old,9
2011,2-Abilene,Male,Hispanic,Six to Twelve Years Old,3
2011,2-Abilene,Male,Hispanic,Thirteen to Seventeen Years Old,9
2011,2-Abilene,Male,Unknown,Birth to Five Years Old,1
2011,3-Arlington,Female,African American,Birth to Five Years Old,65
2011,3-Arlington,Female,African American,Six to Twelve Years Old,48
2011,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,17
2011,3-Arlington,Female,Anglo,Birth to Five Years Old,94
2011,3-Arlington,Female,Anglo,Six to Twelve Years Old,55
2011,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,22
2011,3-Arlington,Female,Asian,Birth to Five Years Old,1
2011,3-Arlington,Female,Asian,Six to Twelve Years Old,3
2011,3-Arlington,Female,Asian,Thirteen to Seventeen Years Old,3
2011,3-Arlington,Female,Hispanic,Birth to Five Years Old,69
2011,3-Arlington,Female,Hispanic,Six to Twelve Years Old,46
2011,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,12
2011,3-Arlington,Female,Native American,Birth to Five Years Old,4
2011,3-Arlington,Female,Native American,Thirteen to Seventeen Years Old,1
2011,3-Arlington,Female,Other,Birth to Five Years Old,3
2011,3-Arlington,Female,Other,Thirteen to Seventeen Years Old,1
2011,3-Arlington,Female,Unknown,Birth to Five Years Old,4
2011,3-Arlington,Male,African American,Birth to Five Years Old,74
2011,3-Arlington,Male,African American,Six to Twelve Years Old,33
2011,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,12
2011,3-Arlington,Male,Anglo,Birth to Five Years Old,92
2011,3-Arlington,Male,Anglo,Six to Twelve Years Old,60
2011,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,19
2011,3-Arlington,Male,Asian,Birth to Five Years Old,3
2011,3-Arlington,Male,Asian,Six to Twelve Years Old,1
2011,3-Arlington,Male,Hispanic,Birth to Five Years Old,55
2011,3-Arlington,Male,Hispanic,Six to Twelve Years Old,35
2011,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,9
2011,3-Arlington,Male,Hispanic,,1
2011,3-Arlington,Male,Native American,Birth to Five Years Old,3
2011,3-Arlington,Male,Other,Birth to Five Years Old,2
2011,3-Arlington,Male,Other,Six to Twelve Years Old,1
2011,3-Arlington,Male,Other,Thirteen to Seventeen Years Old,2
2011,3-Arlington,Male,Unknown,Birth to Five Years Old,7
2011,4-Tyler,Female,African American,Birth to Five Years Old,21
2011,4-Tyler,Female,African American,Six to Twelve Years Old,13
2011,4-Tyler,Female,African American,Thirteen to Seventeen Years Old,2
2011,4-Tyler,Female,Anglo,Birth to Five Years Old,34
2011,4-Tyler,Female,Anglo,Six to Twelve Years Old,28
2011,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,6
2011,4-Tyler,Female,Hispanic,Birth to Five Years Old,15
2011,4-Tyler,Female,Hispanic,Six to Twelve Years Old,10
2011,4-Tyler,Female,Hispanic,Thirteen to Seventeen Years Old,2
2011,4-Tyler,Female,Other,Birth to Five Years Old,1
2011,4-Tyler,Female,Other,Six to Twelve Years Old,1
2011,4-Tyler,Male,African American,Birth to Five Years Old,20
2011,4-Tyler,Male,African American,Six to Twelve Years Old,8
2011,4-Tyler,Male,African American,Thirteen to Seventeen Years Old,5
2011,4-Tyler,Male,Anglo,Birth to Five Years Old,44
2011,4-Tyler,Male,Anglo,Six to Twelve Years Old,28
2011,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,5
2011,4-Tyler,Male,Hispanic,Birth to Five Years Old,8
2011,4-Tyler,Male,Hispanic,Six to Twelve Years Old,8
2011,4-Tyler,Male,Other,Birth to Five Years Old,3
2011,4-Tyler,Male,Other,Six to Twelve Years Old,1
2011,4-Tyler,Male,Unknown,Birth to Five Years Old,1
2011,4-Tyler,Male,Unknown,Six to Twelve Years Old,1
2011,5-Beaumont,Female,African American,Birth to Five Years Old,21
2011,5-Beaumont,Female,African American,Six to Twelve Years Old,7
2011,5-Beaumont,Female,African American,Thirteen to Seventeen Years Old,2
2011,5-Beaumont,Female,Anglo,Birth to Five Years Old,34
2011,5-Beaumont,Female,Anglo,Six to Twelve Years Old,11
2011,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,4
2011,5-Beaumont,Female,Hispanic,Birth to Five Years Old,6
2011,5-Beaumont,Female,Hispanic,Six to Twelve Years Old,1
2011,5-Beaumont,Female,Unknown,Six to Twelve Years Old,1
2011,5-Beaumont,Male,African American,Birth to Five Years Old,11
2011,5-Beaumont,Male,African American,Six to Twelve Years Old,6
2011,5-Beaumont,Male,African American,Thirteen to Seventeen Years Old,2
2011,5-Beaumont,Male,Anglo,Birth to Five Years Old,21
2011,5-Beaumont,Male,Anglo,Six to Twelve Years Old,3
2011,5-Beaumont,Male,Hispanic,Birth to Five Years Old,10
2011,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,2
2011,5-Beaumont,Male,Other,Birth to Five Years Old,1
2011,6-Houston,Female,African American,Birth to Five Years Old,172
2011,6-Houston,Female,African American,Six to Twelve Years Old,83
2011,6-Houston,Female,African American,Thirteen to Seventeen Years Old,25
2011,6-Houston,Female,Anglo,Birth to Five Years Old,65
2011,6-Houston,Female,Anglo,Six to Twelve Years Old,46
2011,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,12
2011,6-Houston,Female,Hispanic,Birth to Five Years Old,82
2011,6-Houston,Female,Hispanic,Six to Twelve Years Old,27
2011,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,14
2011,6-Houston,Female,Other,Birth to Five Years Old,2
2011,6-Houston,Female,Unknown,Birth to Five Years Old,2
2011,6-Houston,Male,African American,Birth to Five Years Old,177
2011,6-Houston,Male,African American,Six to Twelve Years Old,87
2011,6-Houston,Male,African American,Thirteen to Seventeen Years Old,22
2011,6-Houston,Male,Anglo,Birth to Five Years Old,82
2011,6-Houston,Male,Anglo,Six to Twelve Years Old,44
2011,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,15
2011,6-Houston,Male,Asian,Birth to Five Years Old,1
2011,6-Houston,Male,Hispanic,Birth to Five Years Old,89
2011,6-Houston,Male,Hispanic,Six to Twelve Years Old,33
2011,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,7
2011,6-Houston,Male,Other,Birth to Five Years Old,7
2011,6-Houston,Male,Other,Thirteen to Seventeen Years Old,1
2011,6-Houston,Male,Unknown,Birth to Five Years Old,5
2011,6-Houston,Male,Unknown,Six to Twelve Years Old,2
2011,7-Austin,Female,African American,Birth to Five Years Old,53
2011,7-Austin,Female,African American,Six to Twelve Years Old,35
2011,7-Austin,Female,African American,Thirteen to Seventeen Years Old,13
2011,7-Austin,Female,Anglo,Birth to Five Years Old,63
2011,7-Austin,Female,Anglo,Six to Twelve Years Old,27
2011,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,10
2011,7-Austin,Female,Hispanic,Birth to Five Years Old,62
2011,7-Austin,Female,Hispanic,Six to Twelve Years Old,48
2011,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,10
2011,7-Austin,Female,Other,Birth to Five Years Old,3
2011,7-Austin,Female,Unknown,Birth to Five Years Old,2
2011,7-Austin,Male,African American,Birth to Five Years Old,60
2011,7-Austin,Male,African American,Six to Twelve Years Old,35
2011,7-Austin,Male,African American,Thirteen to Seventeen Years Old,3
2011,7-Austin,Male,Anglo,Birth to Five Years Old,59
2011,7-Austin,Male,Anglo,Six to Twelve Years Old,24
2011,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,7
2011,7-Austin,Male,Hispanic,Birth to Five Years Old,72
2011,7-Austin,Male,Hispanic,Six to Twelve Years Old,30
2011,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,10
2011,7-Austin,Male,Other,Birth to Five Years Old,5
2011,7-Austin,Male,Unknown,Birth to Five Years Old,2
2011,8-San Antonio,Female,African American,Birth to Five Years Old,30
2011,8-San Antonio,Female,African American,Six to Twelve Years Old,15
2011,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,9
2011,8-San Antonio,Female,Anglo,Birth to Five Years Old,22
2011,8-San Antonio,Female,Anglo,Six to Twelve Years Old,27
2011,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,8
2011,8-San Antonio,Female,Anglo,,1
2011,8-San Antonio,Female,Asian,Thirteen to Seventeen Years Old,1
2011,8-San Antonio,Female,Hispanic,Birth to Five Years Old,212
2011,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,125
2011,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,41
2011,8-San Antonio,Female,Other,Six to Twelve Years Old,1
2011,8-San Antonio,Female,Unknown,Birth to Five Years Old,6
2011,8-San Antonio,Male,African American,Birth to Five Years Old,43
2011,8-San Antonio,Male,African American,Six to Twelve Years Old,33
